F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-private,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-jason@tesla.io,F71-jdcasey@apache.org,label
0.6443677168752697,0.8746721072573594,0.00558659217877095,0.02439024390243903,0.8178918925841517,0.5374623792174877,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.4151550012890645,0.6179181771103055,0.0,0.029769665362885705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.9224212343547691,0.9341299912561936,0.0,0.060975609756097573,0.944535440734782,0.5374623792174877,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.4151550012890645,0.884826514759192,0.0,0.00847457627118644,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.9999999999999999,1.0,0.01675977653631285,0.060975609756097573,0.5967967691676321,0.2720488586162592,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.4151550012890645,0.9592957017089591,0.0,0.016514558887440245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8008200258955546,0.9009035266686098,0.00558659217877095,0.060975609756097573,0.806168927397698,0.3012151795614491,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.4151550012890645,0.7680994303469705,0.0,0.01086484137331595,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7867932671558049,0.8985718449431653,0.07262569832402235,0.17073170731707316,0.6327957773969534,0.042583275916188136,0.6826419653644783,0.0,0.0,0.0,0.0,0.0,0.29273531779459944,0.14800621439668565,0.0,0.08518035636679705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7867932671558049,0.8985718449431653,0.07262569832402235,0.17073170731707316,0.969709572363678,0.042583275916188136,0.6561954624781848,0.0,0.0,0.0,0.0,0.0,0.29273531779459944,0.3171413775245986,0.0,0.08518035636679705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.18590850237375917,0.47537161177499276,0.0446927374301676,0.17073170731707316,0.8318012838172856,0.5170459545558548,0.6561954624781848,0.0,0.0,0.0,0.0,1.0,0.4151550012890645,0.17783531848783013,0.0,0.03715775749674055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.18590850237375917,0.47537161177499276,0.0446927374301676,0.17073170731707316,0.9131177248725288,0.5170459545558548,0.8280977312390925,0.0,0.0,0.0,0.0,1.0,0.4151550012890645,0.17783531848783013,0.0,0.03715775749674055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.1927060854553302,0.4823666569513262,0.2011173184357542,0.17073170731707316,0.8052385790548909,0.07339853690854581,0.5492073371654522,0.0,0.0,0.0,1.0,0.5,1.0,0.184360435007768,0.0,0.07301173402868319,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7503236944324557,0.8857475954532207,0.07821229050279331,0.23170731707317072,0.837278382946213,0.043384902405970045,0.48429319371727747,0.0,0.0,0.0,1.0,1.0,1.0,0.7126877265665458,0.0,0.06323337679269883,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7503236944324557,0.8857475954532207,0.07821229050279331,0.23170731707317072,0.8076415643467401,0.043384902405970045,0.48429319371727747,0.0,0.0,0.0,1.0,1.0,1.0,0.7126877265665458,0.0,0.06323337679269883,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7503236944324557,0.8857475954532207,0.07821229050279331,0.23170731707317072,0.38002461026862966,0.043384902405970045,0.10610820244328095,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.3171413775245986,0.0,0.06323337679269883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.7503236944324557,0.8857475954532207,0.07821229050279331,0.23170731707317072,0.5747808467794522,0.043384902405970045,0.7249563699825479,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.7196271361988607,0.0,0.06323337679269883,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.7503236944324557,0.8857475954532207,0.07821229050279331,0.23170731707317072,0.6340544839783983,0.043384902405970045,0.9541593949970912,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.7196271361988607,0.0,0.06323337679269883,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.43213206732844195,0.7126202273389682,0.061452513966480445,0.23170731707317072,0.8473793211205652,0.016774730936875402,0.48429319371727747,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.7196271361988607,0.0,0.2551064754454585,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.43213206732844195,0.7126202273389682,0.061452513966480445,0.23170731707317072,0.25833764080241467,0.016774730936875402,0.6280147626813148,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.7196271361988607,0.0,0.2551064754454585,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.43213206732844195,0.7126202273389682,0.061452513966480445,0.23170731707317072,0.29479298909572044,0.016774730936875402,0.8309158012187794,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.7225271879854996,0.0,0.2551064754454585,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.43213206732844195,0.7126202273389682,0.061452513966480445,0.23170731707317072,0.41950865430966106,0.016774730936875402,0.18346422338568935,0.0,1.0,0.0,0.0,0.5,0.29273531779459944,0.27892283790781974,0.0,0.2551064754454585,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.09497206703910616,0.23170731707317072,0.01655129614970435,0.21278176178297517,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.4151550012890645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0335195530726257,0.23170731707317072,0.08860153914878319,0.4815391290573626,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.4151550012890645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6459861890375485,0.8746721072573594,0.00558659217877095,0.23170731707317072,0.8017142006268455,0.5899617569188296,0.9999999999999999,0.0,0.0,0.0,1.0,0.5,0.4151550012890645,0.6194717762817192,0.0,0.006084311169056932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6459861890375485,0.8746721072573594,0.00558659217877095,0.23170731707317072,0.8017142006268455,0.5899617569188296,0.9999999999999999,0.0,0.0,0.0,1.0,0.5,0.4151550012890645,0.6194717762817192,0.0,0.006084311169056932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0335195530726257,0.23170731707317072,0.08860153914878319,0.4815391290573626,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.4151550012890645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0446927374301676,0.23170731707317072,0.07518876181690741,0.5140762927868899,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.4151550012890645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1005586592178771,0.23170731707317072,0.031000857732466438,0.3684143830191668,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,0.4151550012890645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.7118420081657465,0.1684069065988016,0.18198230727568152,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.7681501385774916,0.1684069065988016,0.18198230727568152,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.8244582689892366,0.1684069065988016,0.16197643979057588,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.885182723354844,0.1684069065988016,0.07909498878085264,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.388346278545329,0.1684069065988016,0.28594442207007653,0.0,0.0,0.0,0.0,0.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.4214687081992966,0.1684069065988016,0.28594442207007653,0.0,0.0,0.0,0.0,0.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.15096886602522736,0.1684069065988016,0.6561954624781848,0.0,0.0,0.0,0.0,0.5,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.2481279930101992,0.1684069065988016,0.6561954624781848,0.0,1.0,0.0,0.0,0.5,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.1951321055638509,0.1684069065988016,0.6150564579883951,0.0,0.0,0.0,0.0,1.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.227150454229353,0.1684069065988016,0.6218150087260034,0.0,0.0,0.0,0.0,1.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.3176850952835313,0.1684069065988016,0.6150564579883951,0.0,0.0,0.0,0.0,1.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.35080752493749895,0.1684069065988016,0.6150564579883951,0.0,0.0,0.0,0.0,1.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.4170523842454343,0.1684069065988016,0.6150564579883951,0.0,0.0,0.0,0.0,1.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.45017481389940195,0.1684069065988016,0.626112565445026,0.0,0.0,0.0,0.0,1.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.1564245810055866,0.012195121951219513,0.4755686766341105,0.1684069065988016,0.6150564579883951,0.0,0.0,0.0,0.0,1.0,0.29273531779459944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0335195530726257,0.012195121951219513,0.430543004021478,0.14462220814192936,0.9999999999999999,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0335195530726257,0.012195121951219513,0.956368865879082,0.14462220814192936,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0335195530726257,0.012195121951219513,0.9022397330407992,0.14462220814192936,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33103150625809236,0.5421160011658409,0.1787709497206704,0.32926829268292684,0.8177412623052197,0.082750027191349,0.6561954624781848,0.0,0.0,0.0,1.0,1.0,1.0,0.3171413775245986,0.0,0.059322033898305086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.33103150625809236,0.5421160011658409,0.1787709497206704,0.32926829268292684,0.6317128678240903,0.082750027191349,0.6561954624781848,0.0,0.0,0.0,1.0,1.0,1.0,0.3171413775245986,0.0,0.059322033898305086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.33103150625809236,0.5421160011658409,0.1787709497206704,0.32926829268292684,0.5401296582333804,0.082750027191349,0.6561954624781848,0.0,0.0,0.0,0.0,1.0,1.0,0.3171413775245986,0.0,0.059322033898305086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.33103150625809236,0.5421160011658409,0.061452513966480445,0.32926829268292684,0.6844116426890625,0.03898751863269525,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.29273531779459944,0.9592957017089591,0.0,0.10126032159930466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.33103150625809236,0.5421160011658409,0.09497206703910616,0.32926829268292684,0.789585131475054,0.022378123296289867,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.14717762817193164,0.0,0.2538026944806606,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.33103150625809236,0.5421160011658409,0.09497206703910616,0.32926829268292684,0.15440493115755485,0.022378123296289867,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.29273531779459944,0.9592957017089591,0.0,0.2538026944806606,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
0.33103150625809236,0.5421160011658409,0.0223463687150838,0.32926829268292684,0.9881706022248683,0.08456281806154525,0.6561954624781848,0.0,0.0,0.0,0.0,0.5,1.0,0.27042982910409114,0.0,0.01325510647544546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.33103150625809236,0.5421160011658409,0.0223463687150838,0.32926829268292684,0.5912584602092751,0.08456281806154525,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.09549456240290005,0.0,0.01325510647544546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.41583944756150193,0.6788108423200234,0.061452513966480445,0.32926829268292684,0.414647941203887,0.14876506354409094,0.9999999999999999,0.0,0.0,0.0,0.0,0.5,0.29273531779459944,0.7474883480062143,0.0,0.02824858757062147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.16702632714717308,0.4654619644418537,0.00558659217877095,0.1951219512195122,0.6430684472390674,0.28809033513611365,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.29273531779459944,0.1597099948213361,0.0,0.009126466753585399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.41583944756150193,0.6788108423200234,0.0223463687150838,0.1951219512195122,0.5328977851642215,0.15635578553367244,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.3171413775245986,0.0,0.009343763581051717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.16702632714717308,0.4654619644418537,0.00558659217877095,0.1951219512195122,0.6430684472390674,0.28809033513611365,0.9999999999999999,0.0,0.0,0.0,1.0,1.0,0.29273531779459944,0.1597099948213361,0.0,0.009126466753585399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.231009926629262,0.49723112795103475,0.06703910614525141,0.02439024390243903,0.6818740956216806,0.08475035411171336,0.5874345549738219,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.5059554634904194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.231009926629262,0.49723112795103475,0.06703910614525141,0.02439024390243903,0.8694101378053356,0.08475035411171336,0.4106207928197457,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.5059554634904194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.231009926629262,0.49723112795103475,0.06703910614525141,0.02439024390243903,0.5400785515315999,0.08475035411171336,0.7187053783912422,0.0,0.0,0.0,0.0,0.5,0.4151550012890645,0.5059554634904194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
