F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-brentworden@apache.org,F71-kinow@apache.org,F71-mcucchiara@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-djones@apache.org,F71-joehni@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-sebb@apache.org,label
1.0,1.0,1.0,1.0,0.07124869550520048,0.7284652186922023,0.127027027027027,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.08246213907949551,0.7284652186922023,0.14414414414414412,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.10054833839287458,0.7284652186922023,0.14414414414414412,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2885543802554501,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2639571491892546,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.29470368802199903,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.3008529957885479,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.27625576472235236,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.27010645695580343,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.28240507248890123,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.3070023035550968,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.3030233397061534,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.30501282163062515,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.28457541640650674,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2865648983309785,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2599781853403112,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.26196766726478293,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2907247241730556,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.29271420609752735,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2968740319396045,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2988635138640762,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.27227680087340894,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2742662827978807,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2661274931068601,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2681169750313318,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.2784261086399578,0.7284652186922023,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.28041559056442955,0.7284652186922023,0.19305019305019303,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.2292950801300011,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.034687088961845566,0.0177177608479922,0.5720720720720721,0.0,0.0,0.0,0.5,1.0,0.983129726585224,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.37844013110775104,0.0177177608479922,0.2109426499670402,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.44773066578114035,0.0177177608479922,0.5449351790815206,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.40273681209712137,0.0177177608479922,0.3278400351571083,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.5377183731491786,0.0177177608479922,0.9791254669303449,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.5152214463071689,0.0177177608479922,0.8705778949681389,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.4702275926231499,0.0177177608479922,0.6534827510437267,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.49272451946515944,0.0177177608479922,0.7620303230059328,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.42523373893913086,0.0177177608479922,0.4363876071193144,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.06645746946094362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.20926324125583945,0.0177177608479922,1.0,0.0,0.0,0.0,1.0,1.0,0.9546247818499127,1.0,0.06645746946094362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.19486520807695337,0.0177177608479922,0.8024948024948025,0.0,0.0,0.0,1.0,1.0,0.5136707388016288,1.0,0.06645746946094362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.20566373296111792,0.0177177608479922,1.0,0.0,0.0,0.0,1.0,1.0,0.9546247818499127,1.0,0.06645746946094362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6785917092561045,0.7071384990848079,0.05172413793103448,1.0,0.20566373296111792,0.0177177608479922,1.0,0.0,0.0,0.0,1.0,1.0,0.9546247818499127,1.0,0.06645746946094362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.11521637615256684,0.006993508635185469,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.31592513728566624,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.45214899747355325,0.006993508635185469,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.31592513728566624,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.44604744247785333,0.006993508635185469,0.2725225225225225,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.31592513728566624,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.4492170814366585,0.006993508635185469,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.31592513728566624,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.6264263128918558,0.006993508635185469,0.6006006006006006,0.0,0.0,0.0,1.0,0.5423879866566352,0.9999999999999999,1.0,0.31592513728566624,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,0.8405172413793104,1.0,0.6242603929366725,0.006993508635185469,0.5625625625625625,0.0,0.0,0.0,1.0,0.5423879866566352,0.9999999999999999,1.0,0.31592513728566624,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,0.8405172413793104,1.0,0.6252641119402941,0.006993508635185469,0.5598455598455598,0.0,0.0,0.0,1.0,0.5423879866566352,0.9999999999999999,1.0,0.31592513728566624,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,0.8405172413793104,1.0,0.5117382098990899,0.006993508635185469,0.4131274131274131,0.0,0.0,0.0,0.5,0.5423879866566352,0.28214077952297845,1.0,0.31592513728566624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.5233073920987287,0.006993508635185469,0.4131274131274131,0.0,0.0,0.0,0.5,0.5423879866566352,0.28214077952297845,1.0,0.31592513728566624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.053091452559986096,0.006993508635185469,0.7432432432432432,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.0519820789244043,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.05087270528882249,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.06814723761431052,0.006993508635185469,0.7432432432432432,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.06703786397872871,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.06592849034314692,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.06513608060344563,0.006993508635185469,0.7432432432432432,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.06402670696786383,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.06291733333228203,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.07115839462517541,0.006993508635185469,0.7432432432432432,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.07004902098959359,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.0689396473540118,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.07416955163604029,0.006993508635185469,0.7432432432432432,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.07306017800045848,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.07195080436487668,0.006993508635185469,0.6576576576576576,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.8405172413793104,1.0,0.05911376658171586,0.006993508635185469,0.7432432432432432,0.0,0.0,0.0,0.5,0.14839965504120628,0.93717277486911,1.0,0.31592513728566624,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
