F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-private,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,label
0.37847914679615013,0.37527021184608733,0.07058823529411765,0.06479690522243714,0.1886578205575958,0.03555204424254395,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.3306997742663657,0.017533003300330034,0.0011887124005099403,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
8.670770831525898e-05,0.0,0.00784313725490196,0.010638297872340425,0.3043667893710788,0.007868852459016395,1.0,0.0,0.0,0.0,0.0,1.0,0.7361524318970307,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07196739790167345,0.07003891050583658,0.03137254901960784,0.04448742746615087,0.19617620825940926,0.016275504186814484,1.0,0.0,0.0,0.0,0.0,0.5,0.7361524318970307,0.5423684667476992,0.009075907590759076,0.005461185955965958,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
0.15529350559264715,0.16299178555987895,0.023529411764705882,0.04448742746615087,0.2136264334007756,0.04044737245288801,1.0,0.0,0.0,0.0,1.0,0.5,0.3271176604973085,0.6916131272790415,0.009075907590759076,0.002584157392412914,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.20671117662360183,0.20622568093385213,0.047058823529411764,0.04448742746615087,0.04107596804395822,0.01819888784574276,1.0,0.0,0.0,0.0,1.0,1.0,0.0005055409771811203,0.20567806910922035,0.009075907590759076,0.00010336629569651656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.20671117662360183,0.20622568093385213,0.047058823529411764,0.04448742746615087,0.10631019676697827,0.01819888784574276,0.6626013853531466,0.0,0.0,0.0,1.0,1.0,0.0005055409771811203,0.20567806910922035,0.009075907590759076,0.00010336629569651656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.20671117662360183,0.20622568093385213,0.047058823529411764,0.04448742746615087,0.0580764034081392,0.01819888784574276,0.17759087679829497,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.20567806910922035,0.009075907590759076,0.00010336629569651656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.20671117662360183,0.20622568093385213,0.047058823529411764,0.04448742746615087,0.14900896465840957,0.01819888784574276,1.0,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.20567806910922035,0.009075907590759076,0.00010336629569651656,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.05783404144628457,0.05188067444876783,0.11372549019607843,0.15667311411992266,0.2068965977450515,0.02590061154221697,0.7590009895379618,0.0,0.0,0.0,0.0,0.5,0.28537115958306414,0.416131272790415,0.2176155115511551,0.006219205457740413,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.4189716465793809,0.4232598357111976,0.023529411764705882,0.04448742746615087,0.07443234950556722,0.10304449648711946,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.4182149678763674,0.009075907590759076,0.00010336629569651656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0034683083326107478,0.0012970168612191958,0.00392156862745098,0.04448742746615087,0.15696265671661735,0.0804769001490313,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.45572147942351104,0.009075907590759076,0.0015849498673465871,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0034683083326107478,0.0012970168612191958,0.00392156862745098,0.04448742746615087,0.21389434723852577,0.0804769001490313,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.45572147942351104,0.009075907590759076,0.0015849498673465871,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.1770986383938906,0.028879499746493162,0.21273656582400885,0.0,0.0,0.0,0.0,0.0,0.3271176604973085,0.769404410487932,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.11648882628957759,0.028879499746493162,0.34089572952707725,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7809515540892515,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.11388422344653508,0.028879499746493162,0.39268249363566404,0.0,1.0,0.0,0.0,1.0,0.0005055409771811203,0.7809515540892515,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.11184277797496124,0.028879499746493162,0.22138781235341537,0.0,1.0,0.0,0.0,1.0,0.0005055409771811203,0.6998610869942699,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.04348955201295438,0.028879499746493162,0.24085311704457998,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7933669039763848,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.19899138120973417,0.028879499746493162,0.3558753720378255,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7933669039763848,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.08882372041618035,0.028879499746493162,0.0278911201758978,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7947560340336863,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.08474082947303267,0.028879499746493162,0.12458737821356973,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7947560340336863,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.021737598539977945,0.028879499746493162,1.0,0.0,0.0,0.0,0.0,0.5,0.7361524318970307,0.8331307518666434,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.1770986383938906,0.028879499746493162,0.21273656582400885,0.0,0.0,0.0,0.0,0.5,0.3271176604973085,0.769404410487932,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.07161222325066988,0.028879499746493162,0.7469510390148599,0.0,0.0,0.0,0.0,1.0,0.7361524318970307,0.9999999999999999,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.04820599499900429,0.028879499746493162,0.41366704161979756,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.6621809341899635,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.1658354909645177,0.028879499746493162,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.16562430695021693,0.028879499746493162,0.6063682829120045,0.0,0.0,0.0,0.0,0.5,0.3271176604973085,0.5764889737801702,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.12240197868999836,0.028879499746493162,1.0,0.0,0.0,0.0,1.0,1.0,0.3271176604973085,0.9999999999999999,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.2237703055543546,0.028879499746493162,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.22679727642599856,0.028879499746493162,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.21271834213928242,0.028879499746493162,1.0,0.0,0.0,0.0,1.0,0.5,0.7361524318970307,0.9999999999999999,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.006532349510324512,0.028879499746493162,0.5501351804708622,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7933669039763848,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.21215518476781375,0.028879499746493162,1.0,0.0,0.0,0.0,1.0,0.5,0.7361524318970307,0.9999999999999999,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.028636276340468853,0.028879499746493162,1.0,0.0,0.0,0.0,0.0,0.5,0.28537115958306414,0.6842333738496267,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0.32662793722361916,0.32252485948984,0.36470588235294116,0.09187620889748549,0.02849548699760169,0.028879499746493162,1.0,0.0,0.0,0.0,0.0,0.5,0.28537115958306414,0.6842333738496267,0.00020627062706270627,0.06760155738552183,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.03137254901960784,0.09187620889748549,0.1478504709559289,0.06375227686703097,1.0,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7752213926028824,0.00020627062706270627,0.0025152465286152363,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.03137254901960784,0.09187620889748549,0.1862462622381462,0.06375227686703097,1.0,0.0,0.0,0.0,0.0,1.0,0.0005055409771811203,0.7752213926028824,0.00020627062706270627,0.0025152465286152363,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3529411764705882,0.09187620889748549,0.14995548906979597,0.04267543193337661,1.0,0.0,0.0,0.0,0.0,1.0,0.7361524318970307,0.9999999999999999,0.00020627062706270627,0.00020673259139303312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3529411764705882,0.09187620889748549,0.14995548906979597,0.04267543193337661,1.0,0.0,0.0,0.0,0.0,1.0,0.7361524318970307,0.9999999999999999,0.00020627062706270627,0.00020673259139303312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3529411764705882,0.09187620889748549,0.13880753489124498,0.04267543193337661,1.0,0.0,0.0,0.0,0.0,0.5,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.00020673259139303312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3529411764705882,0.09187620889748549,0.13488121140697543,0.04267543193337661,1.0,0.0,0.0,0.0,0.0,0.5,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.00020673259139303312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3529411764705882,0.09187620889748549,0.16573089592623613,0.04267543193337661,1.0,0.0,0.0,0.0,0.0,0.5,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.00020673259139303312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3529411764705882,0.09187620889748549,0.22609811949688038,0.04267543193337661,1.0,0.0,0.0,0.0,0.0,0.5,0.3271176604973085,0.9999999999999999,0.00020627062706270627,0.00020673259139303312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.5157374490592214,0.5278858625162127,0.0392156862745098,0.09187620889748549,0.1455993578857523,0.03126696341331018,0.24085311704457998,0.0,0.0,0.0,0.0,0.0,0.0005055409771811203,0.26515019968744574,0.00020627062706270627,0.006546532060779381,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.5157374490592214,0.5278858625162127,0.0392156862745098,0.09187620889748549,0.12209929889882201,0.03126696341331018,0.6626013853531466,0.0,0.0,0.0,0.0,1.0,0.7361524318970307,0.8331307518666434,0.00020627062706270627,0.006546532060779381,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
0.5157374490592214,0.5278858625162127,0.0392156862745098,0.09187620889748549,0.08852778606035025,0.03126696341331018,0.43766897558857776,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.00020627062706270627,0.006546532060779381,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
0.5157374490592214,0.5278858625162127,0.0392156862745098,0.09187620889748549,0.13776600489010887,0.03126696341331018,0.08621208533143888,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.00020627062706270627,0.006546532060779381,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
0.5157374490592214,0.5278858625162127,0.0392156862745098,0.09187620889748549,0.03369431509084633,0.03126696341331018,0.02557265769901311,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.00020627062706270627,0.006546532060779381,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
0.5157374490592214,0.5278858625162127,0.0392156862745098,0.09187620889748549,0.17133751772858064,0.03126696341331018,1.0,0.0,0.0,0.0,0.0,0.5,0.28537115958306414,0.7752213926028824,0.00020627062706270627,0.006546532060779381,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1.0,1.0,0.01568627450980392,0.09187620889748549,0.1559023394120419,0.04371584699453552,0.25850769571796184,0.0,0.0,0.0,0.0,0.5,0.7361524318970307,0.9999999999999999,0.00020627062706270627,0.003841780656720532,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.01568627450980392,0.09187620889748549,0.20373209822041635,0.04371584699453552,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.003841780656720532,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,1.0,0.3176470588235294,0.09187620889748549,0.004329754243310576,0.03653628105109569,1.0,0.0,0.0,0.0,0.0,0.5,0.45005386290935234,0.9999999999999999,0.00020627062706270627,0.00018950487544361369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3176470588235294,0.09187620889748549,0.00033921518803662286,0.03653628105109569,1.0,0.0,0.0,0.0,0.0,0.5,0.45005386290935234,0.9999999999999999,0.00020627062706270627,0.00018950487544361369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3176470588235294,0.09187620889748549,0.11360401537356232,0.03653628105109569,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.00018950487544361369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.3176470588235294,0.09187620889748549,0.11147572787741622,0.03653628105109569,1.0,0.0,0.0,0.0,0.0,1.0,0.28537115958306414,0.9999999999999999,0.00020627062706270627,0.00018950487544361369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
