F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-private,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,label
0.7887117463807953,0.7666808329791756,0.11382113821138212,0.2371134020618557,0.01975295210948262,0.05585893534536663,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.43716782271867394,0.014705882352941176,0.02039983680130559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6804104819497894,0.7020824479388015,0.016260162601626018,0.2371134020618557,0.05966435464110946,0.308555399719495,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9745068011890821,0.014705882352941176,0.05507955936352509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6804104819497894,0.7020824479388015,0.15447154471544716,0.2371134020618557,0.04903365892247756,0.18193581780538304,0.6705442459493145,0.0,0.0,0.0,0.0,0.0,0.0009080347456546043,0.8317268714530223,0.014705882352941176,0.008567931456548347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.6804104819497894,0.7020824479388015,0.15447154471544716,0.2371134020618557,0.07026149740113441,0.18193581780538304,0.26379310344827583,0.0,0.0,0.0,0.0,0.0,0.0009080347456546043,0.8317268714530223,0.014705882352941176,0.008567931456548347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.6804104819497894,0.7020824479388015,0.15447154471544716,0.2371134020618557,0.07801782299910519,0.18193581780538304,0.824712643678161,0.0,0.0,0.0,0.0,1.0,0.2206322279079966,0.8317268714530223,0.014705882352941176,0.008567931456548347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
0.6804104819497894,0.7020824479388015,0.15447154471544716,0.2371134020618557,0.04985011424857975,0.18193581780538304,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.4978830735969732,0.014705882352941176,0.008567931456548347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.6804104819497894,0.7020824479388015,0.15447154471544716,0.2371134020618557,0.008619120280419302,0.18193581780538304,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8317268714530223,0.014705882352941176,0.008567931456548347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.44694887300714675,0.4388015299617509,0.008130081300813009,0.2371134020618557,0.08123261584563256,0.13878105590062112,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.43077200252229525,0.014705882352941176,0.021623827009383926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6804104819497894,0.7020824479388015,0.032520325203252036,0.2371134020618557,0.04615055105217921,0.13440303657694963,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8603729393748311,0.014705882352941176,0.004895960832313341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6804104819497894,0.7020824479388015,0.3252032520325204,0.2371134020618557,0.0026692765855487154,0.04504061576448865,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9745068011890821,0.014705882352941176,0.21664626682986537,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.4113065787062488,0.3890777730556736,0.20325203252032523,0.2371134020618557,0.036582715199419205,0.03414158305462653,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.3957301144041077,0.014705882352941176,0.037535699714402286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9769103903243541,0.9500637484062898,0.15447154471544716,0.2371134020618557,0.009531811785643803,0.12436255505995805,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9572110620664804,0.014705882352941176,0.13341493268053856,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9601429356789444,0.9366765830854229,0.024390243902439025,0.2371134020618557,0.05322933212605824,0.15341614906832296,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9353211422394379,0.014705882352941176,0.053039575683394534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8222466556716144,0.7934551636209095,0.04065040650406505,0.2371134020618557,0.02093080877262378,0.12555077772469078,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.7997477704711287,0.014705882352941176,0.07303141574867401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8254535459043431,0.7983425414364641,0.17073170731707318,0.2371134020618557,0.10735210934148834,0.15458474022816016,0.824712643678161,0.0,0.0,0.0,0.0,1.0,0.2206322279079966,0.8029006395820196,0.014705882352941176,0.10771113831089352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8254535459043431,0.7983425414364641,0.17073170731707318,0.2371134020618557,0.014428170127996727,0.15458474022816016,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8029006395820196,0.014705882352941176,0.10771113831089352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.0894308943089431,0.2061855670103093,0.06774174734299147,0.09891879457096847,0.01266713581984518,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.955229258625349,0.022058823529411763,0.2713178294573643,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8547736851750045,0.8712282192945177,0.11382113821138212,0.2061855670103093,0.062354138512276114,0.07195255987526519,0.06962864721485412,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8317268714530223,0.022058823529411763,0.011831905344757242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8547736851750045,0.8712282192945177,0.11382113821138212,0.2061855670103093,0.04676378178261706,0.07195255987526519,0.04231022509578545,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8317268714530223,0.022058823529411763,0.011831905344757242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8839105735752244,0.8846153846153846,0.05691056910569106,0.2061855670103093,0.08767120656066635,0.14170315310728712,0.5793103448275861,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.4978830735969732,0.022058823529411763,0.02529579763361893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8839105735752244,0.8846153846153846,0.05691056910569106,0.2061855670103093,0.12993477638242665,0.14170315310728712,0.8685344827586207,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.4978830735969732,0.022058823529411763,0.02529579763361893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.4113065787062488,0.3890777730556736,0.0813008130081301,0.2061855670103093,0.11435008501065254,0.01355882617697362,0.09852216748768472,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.3957301144041077,0.022058823529411763,0.02039983680130559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.4113065787062488,0.3890777730556736,0.0813008130081301,0.2061855670103093,0.13069552063921833,0.01355882617697362,0.15862068965517243,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.3957301144041077,0.022058823529411763,0.02039983680130559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.992486714311893,0.9759881002974925,0.10569105691056911,0.2061855670103093,0.05921258147166958,0.0942689749350249,0.09169278996865204,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9295558958652373,0.022058823529411763,0.10281517747858017,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.992486714311893,0.9759881002974925,0.10569105691056911,0.2061855670103093,0.03653921553040557,0.0942689749350249,0.09169278996865204,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9295558958652373,0.022058823529411763,0.10281517747858017,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8222466556716144,0.7934551636209095,0.05691056910569106,0.2061855670103093,0.10567876637480861,0.2372864906832298,0.5793103448275861,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.4978830735969732,0.022058823529411763,0.065687474500204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8222466556716144,0.7934551636209095,0.05691056910569106,0.2061855670103093,0.08183264012623782,0.2372864906832298,0.7896551724137931,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.7997477704711287,0.022058823529411763,0.065687474500204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8254535459043431,0.7983425414364641,0.06504065040650407,0.2061855670103093,0.07133578072495309,0.10405743324997985,0.3426724137931034,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.4978830735969732,0.022058823529411763,0.017135862913096694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.11382113821138212,0.1134020618556701,0.02828208605071364,0.4236024844720497,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.06283149734802121,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.13821138211382114,0.1134020618556701,0.015316260590473729,0.30341340075853346,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.12035903712770298,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8342495876855416,0.8321291967700807,0.15447154471544716,0.1134020618556701,0.08312541562053517,0.10065635875071582,0.0791241703092116,0.0,0.0,0.0,0.0,0.5,0.0,0.6603909557697505,0.0,0.10567115463076296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.7964999083745647,0.7734806629834254,0.032520325203252036,0.1134020618556701,0.07803893822305612,0.2554865424430642,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.019583843329253364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9901960784313726,0.9702507437314067,0.04878048780487805,0.1134020618556701,0.5018976580930059,0.5076604554865425,0.6494252873563218,0.0,0.0,0.0,0.0,1.0,0.2206322279079966,0.9310872894333844,0.0,0.05711954304365565,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9901960784313726,0.9702507437314067,0.04878048780487805,0.1134020618556701,0.4760346270351486,0.5076604554865425,0.824712643678161,0.0,0.0,0.0,0.0,1.0,0.2206322279079966,0.9745068011890821,0.0,0.05711954304365565,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9901960784313726,0.9702507437314067,0.04878048780487805,0.1134020618556701,0.056257738326850076,0.5076604554865425,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.05711954304365565,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.882169690306029,0.8837654058648533,0.21951219512195125,0.21649484536082475,0.010198846342719137,0.11312330065604032,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8586613818574903,0.0,0.16523867809057527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.5149349459409933,0.5418614534636634,0.2601626016260163,0.21649484536082475,0.008487736664724703,0.23232771369417335,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.17462260301917584,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.9489646325820047,0.9171270718232044,0.10569105691056911,0.21649484536082475,0.031614661564174765,0.24823153899240855,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8307359697324566,0.0,0.031415748674010605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.4594099321971779,0.4560135996600085,0.10569105691056911,0.21649484536082475,0.02502203067374912,0.14304536043666477,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.09506323949408405,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.53811618105186,0.5605609859753506,0.14634146341463417,0.21649484536082475,0.03169745268346513,0.14885744958208724,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.0346797225622195,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.8771302913688839,0.8829154271143221,0.024390243902439025,0.21649484536082475,0.08717872852248906,0.31702898550724634,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.09179926560587515,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.024390243902439025,0.21649484536082475,0.07593132605462184,0.3509809720989845,1.0,0.0,0.0,1.0,0.0,1.0,0.9999999999999999,0.9745068011890821,0.0,0.023663810689514484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.881619937694704,0.8837654058648533,0.032520325203252036,0.21649484536082475,0.054697817747311486,0.22946859903381642,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.858120890009909,0.0,0.08935128518971848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.23282023089609677,0.2218444538886528,0.11382113821138212,0.21649484536082475,0.029915493330245332,0.09503853925016839,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.8247004774344654,0.0,0.08690330477356181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.8254535459043431,0.7983425414364641,0.05691056910569106,0.21649484536082475,0.05722089149811338,0.23108261537434047,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.8029006395820196,0.0,0.07343941248470012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.3842770753161077,0.3521036974075648,0.0,0.21649484536082475,0.12249951872859842,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,0.0,0.0069359445124439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.9673813450613891,0.9441138971525712,0.1951219512195122,0.21649484536082475,0.015828738160028374,0.05631253184178291,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9424376182325916,0.0,0.2623419012647899,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.034451163643027305,0.037399065023374416,0.12195121951219513,0.21649484536082475,0.011972148113467451,0.1278360075914424,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8697414647329069,0.0,0.16483068135454917,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
0.835440718343412,0.832979175520612,0.05691056910569106,0.21649484536082475,0.030289205394048183,0.20781187231544143,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.8127195748130799,0.0,0.08975928192574459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.882169690306029,0.8837654058648533,0.07317073170731708,0.24742268041237112,0.06440431788779265,0.21747685779306333,0.07974137931034483,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.49770290964777947,1.0,0.09751121991024071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7861462341946124,0.7643433914152146,0.06504065040650407,0.24742268041237112,0.06924980275792085,0.12715923488149317,0.5793103448275861,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.49770290964777947,1.0,0.0346797225622195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.7861462341946124,0.7643433914152146,0.06504065040650407,0.24742268041237112,0.0965833071535158,0.12715923488149317,0.5793103448275861,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.7642554724799567,1.0,0.0346797225622195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,1.0,0.05691056910569106,0.24742268041237112,0.05694972577990311,0.12090316027969844,0.29885057471264365,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.49770290964777947,1.0,0.03631170950632395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.05691056910569106,0.24742268041237112,0.09794998237329554,0.12090316027969844,0.26963601532567055,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.49770290964777947,1.0,0.03631170950632395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.9770020157595749,0.9500637484062898,0.12195121951219513,0.24742268041237112,0.03388908184895912,0.0905238542085586,0.21120689655172414,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.778758670390055,1.0,0.07303141574867401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9770020157595749,0.9500637484062898,0.12195121951219513,0.24742268041237112,0.05413315858223057,0.0905238542085586,0.7746305418719212,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9269435186019277,1.0,0.07303141574867401,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.9770020157595749,0.9500637484062898,0.12195121951219513,0.24742268041237112,0.053028936214961214,0.0905238542085586,1.0,0.0,0.0,0.0,0.0,0.5,0.9999999999999999,0.018106476893973517,1.0,0.07303141574867401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.0,1.0,0.05691056910569106,0.24742268041237112,0.11161673457109303,0.11828080668660379,0.29885057471264365,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.49770290964777947,1.0,0.03712770297837617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
